Geographic area,Indicator,Sex,2020,2019,2018,2015
Viet Nam,Percentage of newborns protected at birth against tetanus with tetanus toxoid,Total,96,-,-,-
Viet Nam,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,80,-,-,-
Viet Nam,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,97,-,-,-
Yemen,Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis),Total,71,-,-,-
Yemen,Percentage of surviving infants who received the first dose of DTP-containing vaccine,Total,83,-,-,-
Yemen,Percentage of surviving infants who received the third dose of DTP-containing vaccine,Total,72,-,-,-
Yemen,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,72,-,-,-
Yemen,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,72,-,-,-
Yemen,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,Total,68,-,-,-
Yemen,Percentage of surviving infants who received the first dose of measles-containing vaccine,Total,68,-,-,-
Yemen,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,46,-,-,-
Yemen,Percentage of newborns protected at birth against tetanus with tetanus toxoid,Total,70,-,-,-
Yemen,Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV),Total,72,-,-,-
Yemen,Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine,Total,66,-,-,-
Yemen,Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used),Total,73,-,-,-
Yemen,Percentage of surviving infants who received the first dose of rubella-containing vaccine,Total,68,-,-,-
,,,,,,
Footnotes,,,,,,
Unit multiplier: Units,,,,,,
Unit of measure: %,,,,,,
Observation Status: Estimated value,,,,,,
Observation confidentaility: Free,,,,,,
